	WORD	CEFR	CLUE
4606	infraction	c1	['a crime less serious than a felony', 'a crime less serious than a felony', 'an act that disregards an agreement or a right']
4607	infranchissable	b1	['impossible to surmount', 'not capable of being surmounted or overcome']
4608	infrarouge	c1	['having or employing wavelengths longer than light but shorter than radio waves; lying outside the visible spectrum at its red end', 'the infrared region of the electromagnetic spectrum; electromagnetic wave frequencies below the visible range', 'electromagnetic radiation with wavelengths longer than visible light but shorter than radio waves']
4609	infrastructure	c1	['the stock of basic facilities and capital equipment needed for the functioning of a country or area', 'the basic structure or features of a system or organization']
4610	infructueux	c1	['not fruitful; not conducive to abundant production', 'failing to accomplish an intended result', 'unproductive of success', 'not successful; having failed or having an unfavorable outcome']
4611	infuser	c1	['let sit in a liquid to extract a flavor or to cleanse']
4612	infâme	b2	['known widely and usually unfavorably']
4613	inférieur	c1	['located below or beneath something else', 'less than normal in degree or intensity or amount', 'inferior in rank or status', 'an assistant subject to the authority or control of another']
4614	ingrat	a2	['not feeling or showing gratitude; ; - Shakespeare', 'disagreeable; - Abraham Lincoln', 'not likely to be rewarded']
4615	ingratitude	a1	['a feeling of thankfulness and appreciation', 'a lack of gratitude']
4616	ingrédient	c1	['a component of a mixture or compound', 'an abstract part of something', 'food that is a component of a mixture in cooking']
4617	ingénierie	c1	['the practical application of science to commerce or industry', 'a room (as on a ship) in which the engine is located', 'the discipline dealing with the art or science of applying scientific knowledge to practical problems']
4618	ingénieur	c1	['plan and direct (a complex undertaking)', 'design as an engineer', 'a person who uses scientific knowledge to solve practical problems', 'the operator of a railway locomotive']
4619	ingénieux	b2	['(used of persons or artifacts) marked by independence and creativity in thought or action; ; - Lewis Mumford']
4620	ingéniosité	b2	['the property of being ingenious', 'the power of creative imagination']
4621	inhabituel	b2	['not commonly encountered', 'not usual or common or ordinary']
4622	inhabité	b2	['not having inhabitants; not lived in']
4623	inhalation	b2	['the act of inhaling; the drawing in of air (or other gases) as in breathing', 'a medication to be taken by inhaling it']
4624	inhaler	b2	['draw in (air)']
4625	inhiber	c1	['to put down by force or authority', 'limit the range or extent of']
4626	inhibition	c1	['the action of prohibiting or inhibiting or forbidding (or an instance thereof)', '(psychology) the conscious exclusion of unacceptable thoughts or desires', 'the quality of being inhibited', '(physiology) the process whereby nerves can retard or prevent the functioning of an organ or part']
4627	inhospitalier	c1	['unfavorable to life or growth', 'not hospitable']
4628	inhumain	b2	['belonging to or resembling something nonhuman', 'lacking and reflecting lack of pity or compassion']
4629	inimaginable	b2	['totally unlikely']
4630	inimitié	b1	['a bitter quarrel between two parties', 'the feeling of a hostile person', 'a state of deep-seated ill-will']
4631	initial	a2	['occurring at the beginning', 'being or productive of something fresh and unusual; or being as first made or thought of']
4632	initialement	b2	['at the beginning']
4633	initiateur	c1	['a person who initiates a course of action']
4634	initiation	c1	['an act that sets in motion some course of events', 'wisdom as evidenced by the possession of knowledge', 'a formal entry into an organization or position or office']
4635	initiative	c1	['the first of a series of actions', 'readiness to embark on bold new ventures', 'originality by virtue of introducing new ideas']
4636	injecter	c1	['give an injection to', 'to introduce (a new aspect or element)', 'to insert between other elements', 'feed intravenously', 'take by injection', 'force or drive (a fluid or gas) into by piercing', 'make an investment']
4637	injection	c1	['the forceful insertion of a substance under pressure', 'the act of putting a liquid into the body by means of a syringe', 'any solution that is injected (as into the skin)']
4638	injonction	b2	['(law) a judicial remedy issued in order to prohibit a party from doing or continuing to do a certain activity', 'a formal command or admonition']
4639	injure	c1	['a crime less serious than a felony', 'treat, mention, or speak to rudely', 'a lack of politeness; a failure to show regard for others; wounding the feelings or others', 'a deliberately offensive act or something producing the effect of deliberate disrespect', 'a feeling of anger caused by being offended', 'the team that has the ball (or puck) and is trying to score']
4640	injurier	b1	['use foul or abusive language towards']
4641	injurieux	c1	['harmful to living things']
4642	injuste	b2	['not fair; marked by injustice or partiality or deception', 'not equitable or fair', 'violating principles of justice', 'showing favoritism', 'not righteous', 'characterized by iniquity; wicked because it is believed to be a sin']
